full_path,emotion_confidence,seed,quality_score,original_caption,emotion_type
16572,0.9116,16572,0.9756,Picture of a girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks like a face,sad
13754,0.9116,13754,0.8115,Picture of a man with a microphone. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
05517,0.9116,5517,0.6353,Picture of a man with a surprised expression. The hair is gray. Hair color is gray. Eyes are open. Face looks like a man,sad
14413,0.9116,14413,0.9873,Picture of a man. The hair is black. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
14179,0.9116,14179,0.9683,Picture of a man with a feather on his head. The hair is black. Hair color is blue. Eyes are open. Face looks like a bird,sad
03677,0.911,3677,0.9653,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very sad,sad
12317,0.911,12317,0.956,Picture of a man with a tie and suit. The hair is gray. Hair color is light brown. Eyes are open. Face looks very sad,sad
09977,0.911,9977,0.6655,Picture of a man with glasses and a tie. The hair is gray. Hair color is silver. Eyes are open. Face looks slightly slightly,sad
19468,0.911,19468,0.986,Picture of a man with a hat on. The hair is long. Hair color is brown. Eyes are open. Face looks like a fish,sad
15779,0.911,15779,0.985,Picture of a young girl. The hair is black. Hair color is black. Eyes are blue. Face looks slightly,sad
06325,0.911,6325,0.953,Picture of a young girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
00105,0.911,105,0.9976,Picture of a man with a beard and a hat. The hair is long. Hair color is green. Eyes are closed. Face looks down,sad
18606,0.911,18606,0.9946,Picture of a young man. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man,sad
10160,0.911,10160,0.734,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks like a woman,sad
07788,0.911,7788,0.999,Picture of a young woman with red hair. The hair is blonde. Hair color is a great way to get the color of your hair. Eyes are blue. Face looks like a girl,sad
17144,0.911,17144,0.972,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman,sad
11600,0.911,11600,0.874,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
04864,0.911,4864,0.966,Picture of a young boy with a frck. The hair is wet. Hair color is brown. Eyes are open. Face looks very sad,sad
14411,0.911,14411,0.979,Picture of a man with glasses and a tie. The hair is gray. Hair color is gray. Eyes are open. Face looks like a man,sad
08080,0.9106,8080,0.8066,Picture of a young man. The hair is wet. Hair color is brown. Eyes are open. Face looks sad,sad
04042,0.9106,4042,0.8613,Picture of a man with glasses and a tie. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
03983,0.9106,3983,0.9946,Picture of a woman. The hair is wet. Hair color is dark brown. Eyes are closed. Face looks down,sad
08295,0.9106,8295,0.997,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
04017,0.9106,4017,0.9946,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
02091,0.9097,2091,0.848,Picture of a woman with a pink shirt and yellow earrings. The hair is brown. Hair color is brown. Eyes are open. Face looks down,sad
02983,0.9097,2983,0.982,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
18053,0.9097,18053,0.644,Picture of a little girl with blonde hair. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks like a little girl,sad
14310,0.9097,14310,0.88,Picture of a young girl. The hair is dark. Hair color is brown. Eyes are open. Face looks slightly,sad
03713,0.9097,3713,0.7324,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
18852,0.9097,18852,0.94,Picture of a young girl with a blue scarf around her neck. The hair is long. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
18358,0.9097,18358,0.686,Picture of a woman with sunglasses on. The hair is long. Hair color is brown. Eyes are blue. Face looks like a woman,sad
15518,0.9097,15518,0.615,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks very serious,sad
00344,0.9097,344,0.8154,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man,sad
12278,0.9097,12278,0.743,Picture of a man with glasses and a banana. The hair is black. Hair color is black. Eyes are closed. Face looks like a man with glasses and a banana,sad
05412,0.9097,5412,0.9355,Picture of a man with a tie and a suit. The hair is black. Hair color is brown. Eyes are open. Face looks very sad,sad
12290,0.909,12290,0.6187,Picture of a woman with a very frcked face. The hair is brown. Hair color is brown. Eyes are closed. Face looks very sad,sad
11145,0.909,11145,0.9634,Picture of a woman. The hair is long. Hair color is dark brown. Eyes are open. Face looks slightly,sad
05935,0.9087,5935,0.992,Picture of a girl. The hair is long. Hair color is blonde. Eyes are open. Face looks like a girl,sad
12013,0.9087,12013,0.9854,Picture of a woman. The hair is long. Hair color is black. Eyes are open. Face looks slightly,sad
08606,0.9087,8606,0.9194,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
17525,0.9087,17525,0.99,Picture of a man with a black hair. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
07375,0.9087,7375,0.9707,Picture of a man in a suit and tie. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
19353,0.9087,19353,0.9995,Picture of a man with glasses and a tie. The hair is gray. Hair color is light brown. Eyes are open. Face looks like a man,sad
14800,0.9087,14800,0.999,Picture of a man with long white hair. The hair is white. Hair color is white. Eyes are open. Face looks slightly to the left,sad
12160,0.9087,12160,0.9424,Picture of a man. The hair is short. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
00696,0.9087,696,0.9995,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
04787,0.9087,4787,0.996,Picture of a young boy with a frck. The hair is black. Hair color is brown. Eyes are green. Face looks like a child,sad
11160,0.9087,11160,0.888,Picture of a man in a black hat. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
12398,0.9087,12398,0.743,Picture of a man with a stel. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks to the left,sad
16361,0.908,16361,0.9614,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks sad,sad
13246,0.908,13246,0.881,Picture of a woman with a hat and a tie. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
00400,0.908,400,0.861,Picture of a man and woman. The hair is gray. Hair color is blonde. Eyes are open. Face looks very sad,sad
12572,0.908,12572,0.9707,Picture of a woman with glasses and a cat. The hair is long. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
14625,0.907,14625,0.9517,Picture of a man. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly,sad
05866,0.907,5866,0.9995,Picture of a man wearing a hat and a jacket. The hair is brown. Hair color is black. Eyes are open. Face looks to the left,sad
02063,0.907,2063,0.792,Picture of a woman with fr fr fr fr fr fr fr fr fr fr fr fr fr fr. The hair is long. Hair color is brown. Eyes are open. Face looks very sad,sad
01490,0.907,1490,0.963,Picture of a girl. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
11341,0.907,11341,0.915,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman,sad
17364,0.907,17364,0.967,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
17394,0.907,17394,0.9683,Picture of a woman with frng hair. The hair is wet. Hair color is brown. Eyes are open. Face looks very frck,sad
02465,0.907,2465,0.63,Picture of a girl. The hair is long. Hair color is brown. Eyes are open. Face looks very sad,sad
10596,0.907,10596,1.0,Picture of a man with long hair. The hair is long. Hair color is brown. Eyes are open. Face looks like a pirate,sad
00028,0.907,28,0.813,Picture of a woman. The hair is brown. Hair color is red. Eyes are open. Face looks slightly,sad
05787,0.907,5787,0.6807,Picture of a man with a beard. The hair is gray. Hair color is dark. Eyes are open. Face looks slightly slightly,sad
18453,0.907,18453,0.9863,Picture of a man with a short hair. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
19330,0.907,19330,0.9844,Picture of a man. The hair is short. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
15316,0.9067,15316,0.995,Picture of a girl with a mask on. The hair is black. Hair color is brown. Eyes are closed. Face looks like a butterfly,sad
04139,0.9067,4139,0.985,Picture of a woman with blue hair and glasses. The hair is blue. Hair color is blue. Eyes are blue. Face looks like a cat,sad
17030,0.9067,17030,0.885,Picture of a woman with a tie and a man in the background. The hair is long. Hair color is brown. Eyes are open. Face looks like a woman,sad
17545,0.9067,17545,0.74,Picture of a woman with a hat and goggles. The hair is gray. Hair color is blue. Eyes are blue. Face looks like a woman,sad
07316,0.9067,7316,0.982,Picture of a child. The hair is brown. Hair color is brown. Eyes are blue. Face looks to the left,sad
10624,0.9067,10624,0.971,Picture of a man in a suit and tie. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
07778,0.9067,7778,0.934,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
06617,0.906,6617,0.941,Picture of a man with glasses and a tie. The hair is white. Hair color is white. Eyes are open. Face looks slightly to the left,sad
01727,0.906,1727,0.9907,Picture of a woman with blue hair and white glasses. The hair is blue. Hair color is blue. Eyes are white. Face looks like a doll,sad
08693,0.906,8693,0.879,Picture of a young girl. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly,sad
08169,0.906,8169,0.994,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly to the left,sad
15584,0.906,15584,0.9565,Picture of a young girl. The hair is brown. Hair color is brown. Eyes are black. Face looks like a doll,sad
15207,0.906,15207,0.8105,Picture of a young boy with a tie around his neck. The hair is black. Hair color is black. Eyes are closed. Face looks like a face,sad
15060,0.906,15060,0.962,Picture of a boy. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
11628,0.906,11628,0.947,Picture of a woman with a tooth. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
16380,0.9053,16380,0.6978,Picture of a man with glasses and a tie. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
19982,0.9053,19982,0.9473,Picture of a man. The hair is curly. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
05196,0.9053,5196,0.758,Picture of a woman with glasses on. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly at the camera,sad
17830,0.9053,17830,0.968,Picture of a man wearing sunglasses and a hat. The hair is short. Hair color is brown. Eyes are open. Face looks to the left,sad
10995,0.9053,10995,0.9653,Picture of a man. The hair is short. Hair color is brown. Eyes are open. Face looks to the left,sad
13281,0.9053,13281,0.7905,Picture of a man. The hair is gray. Hair color is blonde. Eyes are open. Face looks very happy,sad
12006,0.9053,12006,0.936,Picture of a girl with glasses. The hair is long. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
17607,0.9053,17607,0.981,Picture of a man with glasses. The hair is gray. Hair color is light brown. Eyes are closed. Face looks slightly slightly,sad
13156,0.9053,13156,0.847,Picture of a man. The hair is brown. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
08214,0.905,8214,0.7056,Picture of a little girl with blonde hair. The hair is blonde. Hair color is blonde. Eyes are big. Face looks like a little girl,sad
00291,0.905,291,0.7563,Picture of a man in a suit and tie. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
